PairIndex,Drug1,Drug2,Conc1,Conc2,Response,ConcUnit,Sample
3,A22,DXR,2.0,0.125,102.8171582258285,ug/mL,PS_MDR
3,A22,DXR,4.0,0.125,99.7541767196249,ug/mL,PS_MDR
3,A22,DXR,8.0,0.125,95.94643999634401,ug/mL,PS_MDR
3,A22,DXR,16.0,0.125,90.63940486513624,ug/mL,PS_MDR
3,A22,DXR,32.0,0.125,83.5973777656378,ug/mL,PS_MDR
3,A22,DXR,0.0,0.25,100.8346636259977,ug/mL,PS_MDR
3,A22,DXR,0.5,0.25,100.98369614719009,ug/mL,PS_MDR
3,A22,DXR,1.0,0.25,100.76113212706805,ug/mL,PS_MDR
3,A22,DXR,2.0,0.25,101.45363408521303,ug/mL,PS_MDR
3,A22,DXR,4.0,0.25,98.79357185614955,ug/mL,PS_MDR
3,A22,DXR,8.0,0.25,96.82120411695054,ug/mL,PS_MDR
3,A22,DXR,16.0,0.25,93.01087500568777,ug/mL,PS_MDR
3,A22,DXR,32.0,0.25,82.64944045127832,ug/mL,PS_MDR
3,A22,DXR,0.0,0.5,100.77017727749168,ug/mL,PS_MDR
3,A22,DXR,0.5,0.5,100.66936842584582,ug/mL,PS_MDR
3,A22,DXR,1.0,0.5,99.5266918490875,ug/mL,PS_MDR
3,A22,DXR,2.0,0.5,99.0711228485566,ug/mL,PS_MDR
3,A22,DXR,4.0,0.5,99.36131386861312,ug/mL,PS_MDR
3,A22,DXR,8.0,0.5,95.36101247382318,ug/mL,PS_MDR
3,A22,DXR,16.0,0.5,90.82213618765655,ug/mL,PS_MDR
3,A22,DXR,32.0,0.5,81.09953124288899,ug/mL,PS_MDR
3,A22,DXR,0.0,1.0,100.23255813953489,ug/mL,PS_MDR
3,A22,DXR,0.5,1.0,100.37389995896223,ug/mL,PS_MDR
3,A22,DXR,1.0,1.0,101.45633277203841,ug/mL,PS_MDR
3,A22,DXR,2.0,1.0,100.13196814562002,ug/mL,PS_MDR
3,A22,DXR,4.0,1.0,99.71773275665831,ug/mL,PS_MDR
3,A22,DXR,8.0,1.0,97.75066023130863,ug/mL,PS_MDR
3,A22,DXR,16.0,1.0,92.98445548616493,ug/mL,PS_MDR
3,A22,DXR,32.0,1.0,84.11802203806573,ug/mL,PS_MDR
3,A22,DXR,0.0,2.0,99.46273277785366,ug/mL,PS_MDR
3,A22,DXR,0.5,2.0,100.49191528125712,ug/mL,PS_MDR
3,A22,DXR,1.0,2.0,100.12295081967213,ug/mL,PS_MDR
3,A22,DXR,2.0,2.0,99.89073526064192,ug/mL,PS_MDR
3,A22,DXR,4.0,2.0,97.58729002594802,ug/mL,PS_MDR
3,A22,DXR,8.0,2.0,96.36570388901524,ug/mL,PS_MDR
3,A22,DXR,16.0,2.0,92.13989708092353,ug/mL,PS_MDR
3,A22,DXR,32.0,2.0,83.01311236568931,ug/mL,PS_MDR
3,A22,DXR,0.0,4.0,99.08403208166241,ug/mL,PS_MDR
3,A22,DXR,0.5,4.0,99.06563354603463,ug/mL,PS_MDR
3,A22,DXR,1.0,4.0,99.09823746413444,ug/mL,PS_MDR
3,A22,DXR,2.0,4.0,100.10476927982508,ug/mL,PS_MDR
3,A22,DXR,4.0,4.0,98.52050803477943,ug/mL,PS_MDR
3,A22,DXR,8.0,4.0,97.71386767866126,ug/mL,PS_MDR
3,A22,DXR,16.0,4.0,94.26282051282051,ug/mL,PS_MDR
3,A22,DXR,32.0,4.0,83.12984054669704,ug/mL,PS_MDR
3,A22,DXR,0.0,8.0,99.86780325477504,ug/mL,PS_MDR
3,A22,DXR,0.5,8.0,99.88591247204855,ug/mL,PS_MDR
3,A22,DXR,1.0,8.0,99.38496583143508,ug/mL,PS_MDR
3,A22,DXR,2.0,8.0,100.36908776086757,ug/mL,PS_MDR
3,A22,DXR,4.0,8.0,97.65948727289285,ug/mL,PS_MDR
3,A22,DXR,8.0,8.0,95.63909774436091,ug/mL,PS_MDR
3,A22,DXR,16.0,8.0,93.14150212047974,ug/mL,PS_MDR
3,A22,DXR,32.0,8.0,83.32877835474173,ug/mL,PS_MDR
3,A22,DXR,0.0,16.0,99.11052319481823,ug/mL,PS_MDR
3,A22,DXR,0.5,16.0,99.04988123515439,ug/mL,PS_MDR
3,A22,DXR,1.0,16.0,100.63354603463992,ug/mL,PS_MDR
3,A22,DXR,2.0,16.0,98.72881355932202,ug/mL,PS_MDR
3,A22,DXR,4.0,16.0,97.62588288904077,ug/mL,PS_MDR
3,A22,DXR,8.0,16.0,96.78198641688316,ug/mL,PS_MDR
3,A22,DXR,16.0,16.0,95.3077975376197,ug/mL,PS_MDR
3,A22,DXR,32.0,16.0,89.58904109589041,ug/mL,PS_MDR
3,A22,DXR,0.0,32.0,96.59132503660321,ug/mL,PS_MDR
3,A22,DXR,0.5,32.0,97.24468677509533,ug/mL,PS_MDR
3,A22,DXR,1.0,32.0,97.89804851358745,ug/mL,PS_MDR
3,A22,DXR,2.0,32.0,103.1835803876853,ug/mL,PS_MDR
3,A22,DXR,4.0,32.0,96.97370220135818,ug/mL,PS_MDR
3,A22,DXR,8.0,32.0,95.94767070835992,ug/mL,PS_MDR
3,A22,DXR,16.0,32.0,97.73763911694947,ug/mL,PS_MDR
3,A22,DXR,32.0,32.0,92.47238199580023,ug/mL,PS_MDR
4,DXR,FOS,0.0,0.0,100.0,ug/mL,PS
4,DXR,FOS,0.5,0.0,100.27095375722543,ug/mL,PS
4,DXR,FOS,1.0,0.0,99.06699572623847,ug/mL,PS
4,DXR,FOS,2.0,0.0,98.38312195708362,ug/mL,PS
4,DXR,FOS,4.0,0.0,101.03947605599953,ug/mL,PS
4,DXR,FOS,8.0,0.0,101.14804351746108,ug/mL,PS
4,DXR,FOS,16.0,0.0,99.17643522693116,ug/mL,PS
4,DXR,FOS,32.0,0.0,96.58516020236087,ug/mL,PS
4,DXR,FOS,0.0,0.0312,99.92777610592837,ug/mL,PS
4,DXR,FOS,0.5,0.0312,100.29027576197387,ug/mL,PS
4,DXR,FOS,1.0,0.0312,98.04960269684565,ug/mL,PS
4,DXR,FOS,2.0,0.0312,103.88291158261707,ug/mL,PS
4,DXR,FOS,4.0,0.0312,101.4950465325728,ug/mL,PS
4,DXR,FOS,8.0,0.0312,100.77593984962405,ug/mL,PS
4,DXR,FOS,16.0,0.0312,99.19345130612736,ug/mL,PS
4,DXR,FOS,32.0,0.0312,97.21036493717308,ug/mL,PS
4,DXR,FOS,0.0,0.0625,99.6912832929782,ug/mL,PS
4,DXR,FOS,0.5,0.0625,99.19222593379897,ug/mL,PS
4,DXR,FOS,1.0,0.0625,104.47687967619281,ug/mL,PS
4,DXR,FOS,2.0,0.0625,105.18362432269717,ug/mL,PS
4,DXR,FOS,4.0,0.0625,100.82140484387267,ug/mL,PS
4,DXR,FOS,8.0,0.0625,101.76874022379978,ug/mL,PS
4,DXR,FOS,16.0,0.0625,100.89548650760263,ug/mL,PS
4,DXR,FOS,32.0,0.0625,97.70308460104624,ug/mL,PS
4,DXR,FOS,0.0,0.125,100.85366591996126,ug/mL,PS
4,DXR,FOS,0.5,0.125,96.27032581756633,ug/mL,PS
4,DXR,FOS,1.0,0.125,102.6067063993739,ug/mL,PS
4,DXR,FOS,2.0,0.125,101.87940485512918,ug/mL,PS
4,DXR,FOS,4.0,0.125,101.41997593261132,ug/mL,PS
4,DXR,FOS,8.0,0.125,99.80761137497745,ug/mL,PS
4,DXR,FOS,16.0,0.125,94.61931989166416,ug/mL,PS
4,DXR,FOS,32.0,0.125,96.55546842010014,ug/mL,PS
4,DXR,FOS,0.0,0.25,101.30600399056775,ug/mL,PS
4,DXR,FOS,0.5,0.25,101.99576655579075,ug/mL,PS
4,DXR,FOS,1.0,0.25,98.6718418339499,ug/mL,PS
4,DXR,FOS,2.0,0.25,101.36087192147892,ug/mL,PS
4,DXR,FOS,4.0,0.25,100.99289926585628,ug/mL,PS
4,DXR,FOS,8.0,0.25,97.55408653846153,ug/mL,PS
4,DXR,FOS,16.0,0.25,100.46391131461623,ug/mL,PS
4,DXR,FOS,32.0,0.25,96.55068261447386,ug/mL,PS
4,DXR,FOS,0.0,0.5,102.8132530120482,ug/mL,PS
4,DXR,FOS,0.5,0.5,101.91959434987324,ug/mL,PS
4,DXR,FOS,1.0,0.5,94.53298851266013,ug/mL,PS
4,DXR,FOS,2.0,0.5,101.16552931940336,ug/mL,PS
4,DXR,FOS,4.0,0.5,101.46811070998795,ug/mL,PS
4,DXR,FOS,8.0,0.5,99.65703971119133,ug/mL,PS
4,DXR,FOS,16.0,0.5,99.25688738521025,ug/mL,PS
4,DXR,FOS,32.0,0.5,98.20174376362316,ug/mL,PS
4,DXR,FOS,0.0,1.0,101.9645888915838,ug/mL,PS
4,DXR,FOS,0.5,1.0,100.68699529950584,ug/mL,PS
4,DXR,FOS,1.0,1.0,101.85852809547488,ug/mL,PS
4,DXR,FOS,2.0,1.0,100.71389678746445,ug/mL,PS
4,DXR,FOS,4.0,1.0,100.87983608533206,ug/mL,PS
4,DXR,FOS,8.0,1.0,100.33186508175949,ug/mL,PS
4,DXR,FOS,16.0,1.0,100.06632899179932,ug/mL,PS
4,DXR,FOS,32.0,1.0,98.33967276459578,ug/mL,PS
4,DXR,FOS,0.0,2.0,99.84786709669568,ug/mL,PS
4,DXR,FOS,0.5,2.0,100.23573500967117,ug/mL,PS
4,DXR,FOS,1.0,2.0,96.99903194578896,ug/mL,PS
4,DXR,FOS,2.0,2.0,96.4264191876582,ug/mL,PS
4,DXR,FOS,4.0,2.0,99.43421211026845,ug/mL,PS
4,DXR,FOS,8.0,2.0,98.3906937496233,ug/mL,PS
4,DXR,FOS,16.0,2.0,98.98862199747155,ug/mL,PS
